2025-11-28 21:28:56,014 - INFO - API call #1 - Fetching weather for Orlando at (28.5383, -81.3792)
2025-11-30 15:36:19,047 - INFO - API call #7 - Fetching weather for Tokyo, Japan at (35.6762, 139.6503)
2025-11-30 15:36:20,688 - INFO - API call #8 - Fetching weather for Sydney, Australia at (-33.8688, 151.2093)
2025-11-30 15:36:22,219 - INFO - API call #9 - Fetching weather for Mumbai, India at (19.0760, 72.8777)
2025-11-30 15:36:23,772 - INFO - API call #10 - Fetching weather for São Paulo, Brazil at (-23.5505, -46.6333)
2025-11-30 15:36:25,496 - INFO - API call #11 - Fetching weather for Toronto, Canada at (43.6532, -79.3832)
2025-11-30 15:36:27,043 - INFO - API call #12 - Fetching weather for Seattle, WA at (47.6062, -122.3321)
2025-11-30 15:36:28,566 - INFO - API call #13 - Fetching weather for Dallas, TX at (32.7767, -96.7970)
2025-11-30 15:36:30,104 - INFO - API call #14 - Fetching weather for Chicago, IL at (41.8781, -87.6298)
2025-11-30 15:36:31,857 - INFO - API call #15 - Fetching weather for Miami, FL at (25.7617, -80.1918)
2025-11-30 15:36:33,537 - INFO - API call #16 - Fetching weather for Denver, CO at (39.7392, -104.9903)
2025-11-30 15:36:35,140 - INFO - API call #17 - Fetching weather for Helsinki, Finland at (60.1699, 24.9384)
2025-11-30 15:36:36,668 - INFO - API call #18 - Fetching weather for Oslo, Norway at (59.9139, 10.7522)
2025-11-30 15:36:38,100 - INFO - API call #19 - Fetching weather for Reykjavik, Iceland at (64.1466, -21.9426)
2025-11-30 15:36:39,627 - INFO - API call #20 - Fetching weather for Phoenix, AZ at (33.4484, -112.0740)
2025-11-30 15:36:41,334 - INFO - API call #21 - Fetching weather for San Francisco, CA at (37.7749, -122.4194)
2025-11-30 15:36:42,818 - INFO - API call #22 - Fetching weather for Stockholm, Sweden at (59.3293, 18.0686)
2025-11-30 15:36:44,348 - INFO - API call #23 - Fetching weather for Dublin, Ireland at (53.3498, -6.2603)
2025-11-30 15:36:45,885 - INFO - API call #24 - Fetching weather for London, UK at (51.5074, -0.1278)
2025-11-30 15:36:47,421 - INFO - API call #25 - Fetching weather for Frankfurt, Germany at (50.1109, 8.6821)
2025-11-30 15:36:48,945 - INFO - API call #26 - Fetching weather for Amsterdam, Netherlands at (52.3676, 4.9041)
2025-11-30 15:36:50,372 - INFO - API call #27 - Fetching weather for Singapore at (1.3521, 103.8198)
2025-11-30 15:36:51,782 - INFO - API call #28 - Fetching weather for Tokyo, Japan at (35.6762, 139.6503)
2025-11-30 15:36:53,161 - INFO - API call #29 - Fetching weather for Sydney, Australia at (-33.8688, 151.2093)
2025-11-30 15:36:54,543 - INFO - API call #30 - Fetching weather for Mumbai, India at (19.0760, 72.8777)
2025-11-30 15:36:56,025 - INFO - API call #31 - Fetching weather for São Paulo, Brazil at (-23.5505, -46.6333)
2025-11-30 15:36:57,547 - INFO - API call #32 - Fetching weather for Toronto, Canada at (43.6532, -79.3832)
2025-11-30 15:36:58,986 - INFO - API call #33 - Fetching weather for Seattle, WA at (47.6062, -122.3321)
2025-11-30 15:37:00,518 - INFO - API call #34 - Fetching weather for Dallas, TX at (32.7767, -96.7970)
2025-11-30 15:37:01,949 - INFO - API call #35 - Fetching weather for Chicago, IL at (41.8781, -87.6298)
2025-11-30 15:37:03,348 - INFO - API call #36 - Fetching weather for Miami, FL at (25.7617, -80.1918)
2025-11-30 15:37:04,821 - INFO - API call #37 - Fetching weather for Denver, CO at (39.7392, -104.9903)
2025-11-30 15:37:06,354 - INFO - API call #38 - Fetching weather for Helsinki, Finland at (60.1699, 24.9384)
2025-11-30 15:37:07,991 - INFO - API call #39 - Fetching weather for Oslo, Norway at (59.9139, 10.7522)
2025-11-30 15:37:09,485 - INFO - API call #40 - Fetching weather for Reykjavik, Iceland at (64.1466, -21.9426)
2025-11-30 15:38:01,490 - INFO - API call #1 - Fetching weather for Orlando at (28.5383, -81.3792)
2025-11-30 15:38:02,991 - INFO - API call #2 - Fetching weather for Dublin, Ireland at (53.3498, -6.2603)
2025-11-30 15:38:04,397 - INFO - API call #3 - Fetching weather for London, UK at (51.5074, -0.1278)
2025-11-30 15:38:05,877 - INFO - API call #4 - Fetching weather for Frankfurt, Germany at (50.1109, 8.6821)
2025-11-30 15:38:07,486 - INFO - API call #5 - Fetching weather for Amsterdam, Netherlands at (52.3676, 4.9041)
2025-11-30 15:38:08,920 - INFO - API call #6 - Fetching weather for Singapore at (1.3521, 103.8198)
2025-11-30 15:38:10,403 - INFO - API call #7 - Fetching weather for Tokyo, Japan at (35.6762, 139.6503)
2025-11-30 15:38:11,993 - INFO - API call #8 - Fetching weather for Sydney, Australia at (-33.8688, 151.2093)
2025-11-30 15:38:13,443 - INFO - API call #9 - Fetching weather for Mumbai, India at (19.0760, 72.8777)
2025-11-30 15:38:14,827 - INFO - API call #10 - Fetching weather for São Paulo, Brazil at (-23.5505, -46.6333)
2025-11-30 15:38:16,395 - INFO - API call #11 - Fetching weather for Toronto, Canada at (43.6532, -79.3832)
2025-11-30 15:38:17,826 - INFO - API call #12 - Fetching weather for Seattle, WA at (47.6062, -122.3321)
2025-11-30 15:38:19,243 - INFO - API call #13 - Fetching weather for Dallas, TX at (32.7767, -96.7970)
2025-11-30 15:38:20,685 - INFO - API call #14 - Fetching weather for Chicago, IL at (41.8781, -87.6298)
2025-11-30 15:38:22,133 - INFO - API call #15 - Fetching weather for Miami, FL at (25.7617, -80.1918)
2025-11-30 15:38:23,580 - INFO - API call #16 - Fetching weather for Denver, CO at (39.7392, -104.9903)
2025-11-30 15:38:25,116 - INFO - API call #17 - Fetching weather for Helsinki, Finland at (60.1699, 24.9384)
2025-11-30 15:38:26,596 - INFO - API call #18 - Fetching weather for Oslo, Norway at (59.9139, 10.7522)
2025-11-30 15:38:28,068 - INFO - API call #19 - Fetching weather for Reykjavik, Iceland at (64.1466, -21.9426)
2025-11-30 15:38:29,540 - INFO - API call #20 - Fetching weather for Phoenix, AZ at (33.4484, -112.0740)
2025-11-30 15:38:31,051 - INFO - API call #21 - Fetching weather for San Francisco, CA at (37.7749, -122.4194)
2025-11-30 15:38:32,521 - INFO - API call #22 - Fetching weather for Stockholm, Sweden at (59.3293, 18.0686)
2025-11-30 15:38:33,966 - INFO - API call #23 - Fetching weather for Dublin, Ireland at (53.3498, -6.2603)
2025-11-30 15:38:35,392 - INFO - API call #24 - Fetching weather for London, UK at (51.5074, -0.1278)
2025-11-30 15:38:37,079 - INFO - API call #25 - Fetching weather for Frankfurt, Germany at (50.1109, 8.6821)
2025-11-30 15:38:38,631 - INFO - API call #26 - Fetching weather for Amsterdam, Netherlands at (52.3676, 4.9041)
2025-11-30 15:38:40,084 - INFO - API call #27 - Fetching weather for Singapore at (1.3521, 103.8198)
2025-11-30 15:38:41,563 - INFO - API call #28 - Fetching weather for Tokyo, Japan at (35.6762, 139.6503)
2025-11-30 15:38:43,004 - INFO - API call #29 - Fetching weather for Sydney, Australia at (-33.8688, 151.2093)
2025-11-30 15:38:44,463 - INFO - API call #30 - Fetching weather for Mumbai, India at (19.0760, 72.8777)
2025-11-30 15:38:45,870 - INFO - API call #31 - Fetching weather for São Paulo, Brazil at (-23.5505, -46.6333)
2025-11-30 15:38:47,319 - INFO - API call #32 - Fetching weather for Toronto, Canada at (43.6532, -79.3832)
2025-11-30 15:38:48,812 - INFO - API call #33 - Fetching weather for Seattle, WA at (47.6062, -122.3321)
2025-11-30 15:38:50,260 - INFO - API call #34 - Fetching weather for Dallas, TX at (32.7767, -96.7970)
2025-11-30 15:38:51,723 - INFO - API call #35 - Fetching weather for Chicago, IL at (41.8781, -87.6298)
2025-11-30 15:38:53,170 - INFO - API call #36 - Fetching weather for Miami, FL at (25.7617, -80.1918)
2025-11-30 15:38:54,561 - INFO - API call #37 - Fetching weather for Denver, CO at (39.7392, -104.9903)
2025-11-30 15:38:55,965 - INFO - API call #38 - Fetching weather for Helsinki, Finland at (60.1699, 24.9384)
2025-11-30 15:38:57,425 - INFO - API call #39 - Fetching weather for Oslo, Norway at (59.9139, 10.7522)
2025-11-30 15:38:58,881 - INFO - API call #40 - Fetching weather for Reykjavik, Iceland at (64.1466, -21.9426)
2025-11-30 16:53:43,494 - INFO - API call #1 - Fetching weather for Orlando at (28.5383, -81.3792)
2025-11-30 16:53:45,280 - INFO - API call #2 - Fetching weather for Dublin, Ireland at (53.3498, -6.2603)
2025-11-30 16:53:46,708 - INFO - API call #3 - Fetching weather for London, UK at (51.5074, -0.1278)
2025-11-30 16:53:48,178 - INFO - API call #4 - Fetching weather for Frankfurt, Germany at (50.1109, 8.6821)
2025-11-30 16:53:49,678 - INFO - API call #5 - Fetching weather for Amsterdam, Netherlands at (52.3676, 4.9041)
2025-11-30 16:53:51,218 - INFO - API call #6 - Fetching weather for Singapore at (1.3521, 103.8198)
2025-11-30 16:53:52,747 - INFO - API call #7 - Fetching weather for Tokyo, Japan at (35.6762, 139.6503)
2025-11-30 16:53:54,389 - INFO - API call #8 - Fetching weather for Sydney, Australia at (-33.8688, 151.2093)
2025-11-30 16:53:56,130 - INFO - API call #9 - Fetching weather for Mumbai, India at (19.0760, 72.8777)
2025-11-30 16:53:57,770 - INFO - API call #10 - Fetching weather for São Paulo, Brazil at (-23.5505, -46.6333)
2025-11-30 16:53:59,524 - INFO - API call #11 - Fetching weather for Toronto, Canada at (43.6532, -79.3832)
2025-11-30 16:54:01,343 - INFO - API call #12 - Fetching weather for Seattle, WA at (47.6062, -122.3321)
2025-11-30 16:54:02,991 - INFO - API call #13 - Fetching weather for Dallas, TX at (32.7767, -96.7970)
2025-11-30 16:54:04,545 - INFO - API call #14 - Fetching weather for Chicago, IL at (41.8781, -87.6298)
2025-11-30 16:54:06,072 - INFO - API call #15 - Fetching weather for Miami, FL at (25.7617, -80.1918)
2025-11-30 16:54:07,502 - INFO - API call #16 - Fetching weather for Denver, CO at (39.7392, -104.9903)
2025-11-30 16:54:09,033 - INFO - API call #17 - Fetching weather for Helsinki, Finland at (60.1699, 24.9384)
2025-11-30 16:54:10,671 - INFO - API call #18 - Fetching weather for Oslo, Norway at (59.9139, 10.7522)
2025-11-30 16:54:12,311 - INFO - API call #19 - Fetching weather for Reykjavik, Iceland at (64.1466, -21.9426)
2025-11-30 16:54:13,783 - INFO - API call #20 - Fetching weather for Phoenix, AZ at (33.4484, -112.0740)
2025-11-30 17:13:45,237 - INFO - API call #1 - Fetching weather for Orlando at (28.5383, -81.3792)
2025-11-30 17:13:47,160 - INFO - API call #2 - Fetching weather for Dublin, Ireland at (53.3498, -6.2603)
2025-11-30 17:13:48,639 - INFO - API call #3 - Fetching weather for London, UK at (51.5074, -0.1278)
2025-11-30 17:13:50,227 - INFO - API call #4 - Fetching weather for Frankfurt, Germany at (50.1109, 8.6821)
2025-11-30 17:14:04,850 - INFO - API call #5 - Fetching weather for Amsterdam, Netherlands at (52.3676, 4.9041)
2025-11-30 17:14:06,541 - INFO - API call #6 - Fetching weather for Singapore at (1.3521, 103.8198)
2025-11-30 17:14:08,148 - INFO - API call #7 - Fetching weather for Tokyo, Japan at (35.6762, 139.6503)
2025-11-30 17:14:09,697 - INFO - API call #8 - Fetching weather for Sydney, Australia at (-33.8688, 151.2093)
2025-11-30 17:14:11,232 - INFO - API call #9 - Fetching weather for Mumbai, India at (19.0760, 72.8777)
2025-11-30 17:14:12,667 - INFO - API call #10 - Fetching weather for São Paulo, Brazil at (-23.5505, -46.6333)
2025-11-30 17:14:14,150 - INFO - API call #11 - Fetching weather for Toronto, Canada at (43.6532, -79.3832)
2025-11-30 17:14:15,595 - INFO - API call #12 - Fetching weather for Seattle, WA at (47.6062, -122.3321)
2025-11-30 17:14:17,224 - INFO - API call #13 - Fetching weather for Dallas, TX at (32.7767, -96.7970)
2025-11-30 17:14:18,646 - INFO - API call #14 - Fetching weather for Chicago, IL at (41.8781, -87.6298)
2025-11-30 17:14:20,084 - INFO - API call #15 - Fetching weather for Miami, FL at (25.7617, -80.1918)
2025-11-30 17:14:21,580 - INFO - API call #16 - Fetching weather for Denver, CO at (39.7392, -104.9903)
2025-11-30 17:14:22,979 - INFO - API call #17 - Fetching weather for Helsinki, Finland at (60.1699, 24.9384)
2025-11-30 17:14:24,422 - INFO - API call #18 - Fetching weather for Oslo, Norway at (59.9139, 10.7522)
2025-11-30 17:14:28,533 - INFO - API call #19 - Fetching weather for Reykjavik, Iceland at (64.1466, -21.9426)
2025-11-30 17:14:31,508 - INFO - API call #20 - Fetching weather for Phoenix, AZ at (33.4484, -112.0740)
2025-11-30 17:14:33,250 - INFO - API call #21 - Fetching weather for San Francisco, CA at (37.7749, -122.4194)
2025-11-30 17:14:34,891 - INFO - API call #22 - Fetching weather for Stockholm, Sweden at (59.3293, 18.0686)
2025-11-30 17:14:36,507 - INFO - API call #23 - Fetching weather for Dublin, Ireland at (53.3498, -6.2603)
2025-11-30 17:14:37,971 - INFO - API call #24 - Fetching weather for London, UK at (51.5074, -0.1278)
2025-11-30 17:14:39,417 - INFO - API call #25 - Fetching weather for Frankfurt, Germany at (50.1109, 8.6821)
2025-11-30 17:14:40,844 - INFO - API call #26 - Fetching weather for Amsterdam, Netherlands at (52.3676, 4.9041)
2025-11-30 17:14:42,451 - INFO - API call #27 - Fetching weather for Singapore at (1.3521, 103.8198)
2025-11-30 17:14:43,935 - INFO - API call #28 - Fetching weather for Tokyo, Japan at (35.6762, 139.6503)
2025-11-30 17:14:45,432 - INFO - API call #29 - Fetching weather for Sydney, Australia at (-33.8688, 151.2093)
2025-11-30 17:14:47,133 - INFO - API call #30 - Fetching weather for Mumbai, India at (19.0760, 72.8777)
2025-11-30 17:14:49,173 - INFO - API call #31 - Fetching weather for São Paulo, Brazil at (-23.5505, -46.6333)
2025-11-30 17:14:55,762 - INFO - API call #32 - Fetching weather for Toronto, Canada at (43.6532, -79.3832)
2025-11-30 17:14:58,323 - INFO - API call #33 - Fetching weather for Seattle, WA at (47.6062, -122.3321)
2025-11-30 17:14:59,859 - INFO - API call #34 - Fetching weather for Dallas, TX at (32.7767, -96.7970)
2025-11-30 17:15:04,774 - INFO - API call #35 - Fetching weather for Chicago, IL at (41.8781, -87.6298)
2025-11-30 17:15:06,413 - INFO - API call #36 - Fetching weather for Miami, FL at (25.7617, -80.1918)
2025-11-30 17:15:07,946 - INFO - API call #37 - Fetching weather for Denver, CO at (39.7392, -104.9903)
2025-11-30 17:15:09,392 - INFO - API call #38 - Fetching weather for Helsinki, Finland at (60.1699, 24.9384)
2025-11-30 17:15:11,021 - INFO - API call #39 - Fetching weather for Oslo, Norway at (59.9139, 10.7522)
2025-11-30 17:15:12,966 - INFO - API call #40 - Fetching weather for Reykjavik, Iceland at (64.1466, -21.9426)
2025-11-30 17:15:46,803 - INFO - API call #1 - Fetching weather for Orlando at (28.5383, -81.3792)
2025-11-30 17:15:48,400 - INFO - API call #2 - Fetching weather for Dublin, Ireland at (53.3498, -6.2603)
2025-11-30 17:15:50,037 - INFO - API call #3 - Fetching weather for London, UK at (51.5074, -0.1278)
2025-11-30 17:15:51,501 - INFO - API call #4 - Fetching weather for Frankfurt, Germany at (50.1109, 8.6821)
2025-11-30 17:15:52,890 - INFO - API call #5 - Fetching weather for Amsterdam, Netherlands at (52.3676, 4.9041)
2025-11-30 17:15:54,338 - INFO - API call #6 - Fetching weather for Singapore at (1.3521, 103.8198)
2025-11-30 17:15:55,781 - INFO - API call #7 - Fetching weather for Tokyo, Japan at (35.6762, 139.6503)
2025-11-30 17:15:57,409 - INFO - API call #8 - Fetching weather for Sydney, Australia at (-33.8688, 151.2093)
2025-11-30 17:15:58,944 - INFO - API call #9 - Fetching weather for Mumbai, India at (19.0760, 72.8777)
2025-11-30 17:16:00,484 - INFO - API call #10 - Fetching weather for São Paulo, Brazil at (-23.5505, -46.6333)
2025-11-30 17:16:02,016 - INFO - API call #11 - Fetching weather for Toronto, Canada at (43.6532, -79.3832)
2025-11-30 17:16:03,469 - INFO - API call #12 - Fetching weather for Seattle, WA at (47.6062, -122.3321)
2025-11-30 17:16:04,887 - INFO - API call #13 - Fetching weather for Dallas, TX at (32.7767, -96.7970)
2025-11-30 17:16:06,423 - INFO - API call #14 - Fetching weather for Chicago, IL at (41.8781, -87.6298)
2025-11-30 17:16:08,050 - INFO - API call #15 - Fetching weather for Miami, FL at (25.7617, -80.1918)
2025-11-30 17:16:09,692 - INFO - API call #16 - Fetching weather for Denver, CO at (39.7392, -104.9903)
2025-11-30 17:16:11,547 - INFO - API call #17 - Fetching weather for Helsinki, Finland at (60.1699, 24.9384)
2025-11-30 17:16:13,090 - INFO - API call #18 - Fetching weather for Oslo, Norway at (59.9139, 10.7522)
2025-11-30 17:16:14,627 - INFO - API call #19 - Fetching weather for Reykjavik, Iceland at (64.1466, -21.9426)
2025-11-30 17:16:16,249 - INFO - API call #20 - Fetching weather for Phoenix, AZ at (33.4484, -112.0740)
2025-11-30 17:16:17,672 - INFO - API call #21 - Fetching weather for San Francisco, CA at (37.7749, -122.4194)
2025-11-30 17:16:19,321 - INFO - API call #22 - Fetching weather for Stockholm, Sweden at (59.3293, 18.0686)
2025-11-30 17:16:20,760 - INFO - API call #23 - Fetching weather for Dublin, Ireland at (53.3498, -6.2603)
2025-11-30 17:16:22,170 - INFO - API call #24 - Fetching weather for London, UK at (51.5074, -0.1278)
2025-11-30 17:16:23,583 - INFO - API call #25 - Fetching weather for Frankfurt, Germany at (50.1109, 8.6821)
2025-11-30 17:16:25,058 - INFO - API call #26 - Fetching weather for Amsterdam, Netherlands at (52.3676, 4.9041)
2025-11-30 17:16:26,699 - INFO - API call #27 - Fetching weather for Singapore at (1.3521, 103.8198)
2025-11-30 17:16:28,232 - INFO - API call #28 - Fetching weather for Tokyo, Japan at (35.6762, 139.6503)
2025-11-30 17:16:29,679 - INFO - API call #29 - Fetching weather for Sydney, Australia at (-33.8688, 151.2093)
2025-11-30 17:16:31,305 - INFO - API call #30 - Fetching weather for Mumbai, India at (19.0760, 72.8777)
2025-11-30 17:16:32,842 - INFO - API call #31 - Fetching weather for São Paulo, Brazil at (-23.5505, -46.6333)
2025-11-30 17:16:34,336 - INFO - API call #32 - Fetching weather for Toronto, Canada at (43.6532, -79.3832)
2025-11-30 17:16:35,726 - INFO - API call #33 - Fetching weather for Seattle, WA at (47.6062, -122.3321)
2025-11-30 17:16:37,148 - INFO - API call #34 - Fetching weather for Dallas, TX at (32.7767, -96.7970)
2025-11-30 17:16:38,535 - INFO - API call #35 - Fetching weather for Chicago, IL at (41.8781, -87.6298)
2025-11-30 17:16:40,035 - INFO - API call #36 - Fetching weather for Miami, FL at (25.7617, -80.1918)
2025-11-30 17:16:41,423 - INFO - API call #37 - Fetching weather for Denver, CO at (39.7392, -104.9903)
